Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[organism]	Characteristics[cultivar]	Characteristics[developmental stage]	Characteristics[sampling time point]	Characteristics[organism part]	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[organism part]	FactorValue[developmental stage]	FactorValue[sampling time point]
GSM534722	Gene expression of endosperm at 42 days after flowering	Endosperm at 42 days after flowering, replicate 3	Endosperm_42 DAF_rep3	Oryza sativa Japonica Group	Nipponbare	42 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534722 extract 1	total RNA	P-GSE21396-4	GSM534722 LE 1	Cy3	P-GSE21396-5	GSM534722	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534722_US22502590_251524111661_S01_GE1-v5_95_Feb07_1_2.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534722_sample_table.txt norm	GSM534722_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	42 days after flowering	Daytime 10:00~12:00
GSM534721	Gene expression of endosperm at 42 days after flowering	Endosperm at 42 days after flowering, replicate 2	Endosperm_42 DAF_rep2	Oryza sativa Japonica Group	Nipponbare	42 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534721 extract 1	total RNA	P-GSE21396-4	GSM534721 LE 1	Cy3	P-GSE21396-5	GSM534721	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534721_US22502590_251524111661_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534721_sample_table.txt norm	GSM534721_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	42 days after flowering	Daytime 10:00~12:00
GSM534720	Gene expression of endosperm at 42 days after flowering	Endosperm at 42 days after flowering, replicate 1	Endosperm_42 DAF_rep1	Oryza sativa Japonica Group	Nipponbare	42 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534720 extract 1	total RNA	P-GSE21396-4	GSM534720 LE 1	Cy3	P-GSE21396-5	GSM534720	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534720_US22502560_251524111660_S01_GE1-v5_95_Feb07_1_4.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534720_sample_table.txt norm	GSM534720_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	42 days after flowering	Daytime 10:00~12:00
GSM534719	Gene expression of endosperm at 28 days after flowering	Endosperm at 28 days after flowering, replicate 3	Endosperm_28 DAF_rep3	Oryza sativa Japonica Group	Nipponbare	28 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534719 extract 1	total RNA	P-GSE21396-4	GSM534719 LE 1	Cy3	P-GSE21396-5	GSM534719	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534719_US22502560_251524111660_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534719_sample_table.txt norm	GSM534719_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	28 days after flowering	Daytime 10:00~12:00
GSM534718	Gene expression of endosperm at 28 days after flowering	Endosperm at 28 days after flowering, replicate 2	Endosperm_28 DAF_rep2	Oryza sativa Japonica Group	Nipponbare	28 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534718 extract 1	total RNA	P-GSE21396-4	GSM534718 LE 1	Cy3	P-GSE21396-5	GSM534718	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534718_US22502560_251524111660_S01_GE1-v5_95_Feb07_1_2.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534718_sample_table.txt norm	GSM534718_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	28 days after flowering	Daytime 10:00~12:00
GSM534717	Gene expression of endosperm at 28 days after flowering	Endosperm at 28 days after flowering, replicate 1	Endosperm_28 DAF_rep1	Oryza sativa Japonica Group	Nipponbare	28 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534717 extract 1	total RNA	P-GSE21396-4	GSM534717 LE 1	Cy3	P-GSE21396-5	GSM534717	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534717_US22502560_251524111660_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534717_sample_table.txt norm	GSM534717_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	28 days after flowering	Daytime 10:00~12:00
GSM534716	Gene expression of endosperm at 14 days after flowering	Endosperm at 14 days after flowering, replicate 3	Endosperm_14 DAF_rep3	Oryza sativa Japonica Group	Nipponbare	14 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534716 extract 1	total RNA	P-GSE21396-4	GSM534716 LE 1	Cy3	P-GSE21396-5	GSM534716	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534716_US22502590_251524111658_S01_GE1-v5_95_Feb07_1_2.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534716_sample_table.txt norm	GSM534716_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	14 days after flowering	Daytime 10:00~12:00
GSM534715	Gene expression of endosperm at 14 days after flowering	Endosperm at 14 days after flowering, replicate 2	Endosperm_14 DAF_rep2	Oryza sativa Japonica Group	Nipponbare	14 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534715 extract 1	total RNA	P-GSE21396-4	GSM534715 LE 1	Cy3	P-GSE21396-5	GSM534715	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534715_US22502590_251524111658_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534715_sample_table.txt norm	GSM534715_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	14 days after flowering	Daytime 10:00~12:00
GSM534714	Gene expression of endosperm at 14 days after flowering	Endosperm at 14 days after flowering, replicate 1	Endosperm_14 DAF_rep1	Oryza sativa Japonica Group	Nipponbare	14 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534714 extract 1	total RNA	P-GSE21396-4	GSM534714 LE 1	Cy3	P-GSE21396-5	GSM534714	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534714_US22502590_251524111657_S01_GE1-v5_95_Feb07_1_4.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534714_sample_table.txt norm	GSM534714_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	14 days after flowering	Daytime 10:00~12:00
GSM534713	Gene expression of endosperm at 10 days after flowering	Endosperm at 10 days after flowering, replicate 3	Endosperm_10 DAF_rep3	Oryza sativa Japonica Group	Nipponbare	10 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534713 extract 1	total RNA	P-GSE21396-4	GSM534713 LE 1	Cy3	P-GSE21396-5	GSM534713	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534713_US22502590_251524111657_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534713_sample_table.txt norm	GSM534713_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	10 days after flowering	Daytime 10:00~12:00
GSM534712	Gene expression of endosperm at 10 days after flowering	Endosperm at 10 days after flowering, replicate 2	Endosperm_10 DAF_rep2	Oryza sativa Japonica Group	Nipponbare	10 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534712 extract 1	total RNA	P-GSE21396-4	GSM534712 LE 1	Cy3	P-GSE21396-5	GSM534712	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534712_US22502590_251524111657_S01_GE1-v5_95_Feb07_1_2.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534712_sample_table.txt norm	GSM534712_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	10 days after flowering	Daytime 10:00~12:00
GSM534711	Gene expression of endosperm at 10 days after flowering	Endosperm at 10 days after flowering, replicate 1	Endosperm_10 DAF_rep1	Oryza sativa Japonica Group	Nipponbare	10 days after flowering	Daytime 10:00~12:00	endosperm	P-GSE21396-2	P-GSE21396-3	GSM534711 extract 1	total RNA	P-GSE21396-4	GSM534711 LE 1	Cy3	P-GSE21396-5	GSM534711	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534711_US22502590_251524111657_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534711_sample_table.txt norm	GSM534711_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	endosperm	10 days after flowering	Daytime 10:00~12:00
GSM534641	Gene expression of 5.0-10 mm inflorescence	5.0-10 mm inflorescence, replicate 3	Inflorescence_5.0-10 mm_rep3	Oryza sativa Japonica Group	Nipponbare	5.0-10 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534641 extract 1	total RNA	P-GSE21396-4	GSM534641 LE 1	Cy3	P-GSE21396-5	GSM534641	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534641_US22502560_251524111467_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534641_sample_table.txt norm	GSM534641_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	5.0-10 mm	Daytime
GSM534640	Gene expression of 5.0-10 mm inflorescence	5.0-10 mm inflorescence, replicate 2	Inflorescence_5.0-10 mm_rep2	Oryza sativa Japonica Group	Nipponbare	5.0-10 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534640 extract 1	total RNA	P-GSE21396-4	GSM534640 LE 1	Cy3	P-GSE21396-5	GSM534640	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534640_US22502560_251524111167_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534640_sample_table.txt norm	GSM534640_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	5.0-10 mm	Daytime
GSM534639	Gene expression of 5.0-10 mm inflorescence	5.0-10 mm inflorescence, replicate 1	Inflorescence_5.0-10 mm_rep1	Oryza sativa Japonica Group	Nipponbare	5.0-10 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534639 extract 1	total RNA	P-GSE21396-4	GSM534639 LE 1	Cy3	P-GSE21396-5	GSM534639	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534639_US22502560_251524111100_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534639_sample_table.txt norm	GSM534639_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	5.0-10 mm	Daytime
GSM534638	Gene expression of 3.0-4.0 mm inflorescence	3.0-4.0 mm inflorescence, replicate 3	Inflorescence_3.0-4.0 mm_rep3	Oryza sativa Japonica Group	Nipponbare	3.0-4.0 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534638 extract 1	total RNA	P-GSE21396-4	GSM534638 LE 1	Cy3	P-GSE21396-5	GSM534638	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534638_US22502560_251524111467_S01_GE1-v5_95_Feb07_1_2.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534638_sample_table.txt norm	GSM534638_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	3.0-4.0 mm	Daytime
GSM534637	Gene expression of 3.0-4.0 mm inflorescence	3.0-4.0 mm inflorescence, replicate 2	Inflorescence_3.0-4.0 mm_rep2	Oryza sativa Japonica Group	Nipponbare	3.0-4.0 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534637 extract 1	total RNA	P-GSE21396-4	GSM534637 LE 1	Cy3	P-GSE21396-5	GSM534637	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534637_US22502590_251524111099_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534637_sample_table.txt norm	GSM534637_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	3.0-4.0 mm	Daytime
GSM534636	Gene expression of 3.0-4.0 mm inflorescence	3.0-4.0 mm inflorescence, replicate 1	Inflorescence_3.0-4.0 mm_rep1	Oryza sativa Japonica Group	Nipponbare	3.0-4.0 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534636 extract 1	total RNA	P-GSE21396-4	GSM534636 LE 1	Cy3	P-GSE21396-5	GSM534636	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534636_US22502560_251524111167_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.2.zip	P-GSE21396-1	GSM534636_sample_table.txt norm	GSM534636_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	3.0-4.0 mm	Daytime
GSM534635	Gene expression of 0.6-1.0 mm inflorescence	0.6-1.0 mm inflorescence, replicate 3	Inflorescence_0.6-1.0 mm_rep3	Oryza sativa Japonica Group	Nipponbare	0.6-1.0 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534635 extract 1	total RNA	P-GSE21396-4	GSM534635 LE 1	Cy3	P-GSE21396-5	GSM534635	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534635_US22502560_251524111467_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534635_sample_table.txt norm	GSM534635_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	0.6-1.0 mm	Daytime
GSM534634	Gene expression of 0.6-1.0 mm inflorescence	0.6-1.0 mm inflorescence, replicate 2	Inflorescence_0.6-1.0 mm_rep2	Oryza sativa Japonica Group	Nipponbare	0.6-1.0 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534634 extract 1	total RNA	P-GSE21396-4	GSM534634 LE 1	Cy3	P-GSE21396-5	GSM534634	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534634_US22502560_251524111165_S01_GE1-v5_95_Feb07_1_4.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534634_sample_table.txt norm	GSM534634_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	0.6-1.0 mm	Daytime
GSM534633	Gene expression of 0.6-1.0 mm inflorescence	0.6-1.0 mm inflorescence, replicate 1	Inflorescence_0.6-1.0 mm_rep1	Oryza sativa Japonica Group	Nipponbare	0.6-1.0 mm	Daytime	inflorescence	P-GSE21396-2	P-GSE21396-3	GSM534633 extract 1	total RNA	P-GSE21396-4	GSM534633 LE 1	Cy3	P-GSE21396-5	GSM534633	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534633_US22502560_251524111098_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534633_sample_table.txt norm	GSM534633_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	inflorescence	0.6-1.0 mm	Daytime
GSM534590	Gene expression of leaf blade at nighttime 76 days after transplanting	Leaf blade, 76 days after transplanting, 24:00, replicate 3	LeafBlade_76DAT_24:00_rep3	Oryza sativa Japonica Group	Nipponbare	76 days after transplanting	Nighttime 24:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534590 extract 1	total RNA	P-GSE21396-4	GSM534590 LE 1	Cy3	P-GSE21396-5	GSM534590	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534590_US22502560_251524111463_S01_GE1-v5_95_Feb07_1_4.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534590_sample_table.txt norm	GSM534590_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	76 days after transplanting	Nighttime 24:00
GSM534589	Gene expression of leaf blade at nighttime 76 days after transplanting	Leaf blade, 76 days after transplanting, 24:00, replicate 2	LeafBlade_76DAT_24:00_rep2	Oryza sativa Japonica Group	Nipponbare	76 days after transplanting	Nighttime 24:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534589 extract 1	total RNA	P-GSE21396-4	GSM534589 LE 1	Cy3	P-GSE21396-5	GSM534589	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534589_US22502590_251524111240_S01_GE1-v5_95_Feb07_1_1.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534589_sample_table.txt norm	GSM534589_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	76 days after transplanting	Nighttime 24:00
GSM534588	Gene expression of leaf blade at nighttime 76 days after transplanting	Leaf blade, 76 days after transplanting, 24:00, replicate 1	LeafBlade_76DAT_24:00_rep1	Oryza sativa Japonica Group	Nipponbare	76 days after transplanting	Nighttime 24:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534588 extract 1	total RNA	P-GSE21396-4	GSM534588 LE 1	Cy3	P-GSE21396-5	GSM534588	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534588_US22502560_251524110942_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534588_sample_table.txt norm	GSM534588_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	76 days after transplanting	Nighttime 24:00
GSM534587	Gene expression of leaf blade at daytime 76 days after transplanting	Leaf blade, 76 days after transplanting, 12:00, replicate 3	LeafBlade_76DAT_12:00_rep3	Oryza sativa Japonica Group	Nipponbare	76 days after transplanting	Daytime 12:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534587 extract 1	total RNA	P-GSE21396-4	GSM534587 LE 1	Cy3	P-GSE21396-5	GSM534587	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534587_US22502590_251524111473_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534587_sample_table.txt norm	GSM534587_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	76 days after transplanting	Daytime 12:00
GSM534586	Gene expression of leaf blade at daytime 76 days after transplanting	Leaf blade, 76 days after transplanting, 12:00, replicate 2	LeafBlade_76DAT_12:00_rep2	Oryza sativa Japonica Group	Nipponbare	76 days after transplanting	Daytime 12:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534586 extract 1	total RNA	P-GSE21396-4	GSM534586 LE 1	Cy3	P-GSE21396-5	GSM534586	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534586_US22502590_251524111239_S01_GE1-v5_95_Feb07_1_4.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534586_sample_table.txt norm	GSM534586_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	76 days after transplanting	Daytime 12:00
GSM534585	Gene expression of leaf blade at daytime 76 days after transplanting	Leaf blade, 76 days after transplanting, 12:00, replicate 1	LeafBlade_76DAT_12:00_rep1	Oryza sativa Japonica Group	Nipponbare	76 days after transplanting	Daytime 12:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534585 extract 1	total RNA	P-GSE21396-4	GSM534585 LE 1	Cy3	P-GSE21396-5	GSM534585	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534585_US22502560_251524110942_S01_GE1-v5_95_Feb07_1_2.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534585_sample_table.txt norm	GSM534585_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	76 days after transplanting	Daytime 12:00
GSM534584	Gene expression of leaf blade at nighttime 27 days after transplanting	Leaf blade, 27 days after transplanting, 24:00, replicate 3	LeafBlade_27DAT_24:00_rep3	Oryza sativa Japonica Group	Nipponbare	27 days after transplanting	Nighttime 24:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534584 extract 1	total RNA	P-GSE21396-4	GSM534584 LE 1	Cy3	P-GSE21396-5	GSM534584	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534584_US22502560_251524111463_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534584_sample_table.txt norm	GSM534584_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	27 days after transplanting	Nighttime 24:00
GSM534583	Gene expression of leaf blade at nighttime 27 days after transplanting	Leaf blade, 27 days after transplanting, 24:00, replicate 2	LeafBlade_27DAT_24:00_rep2	Oryza sativa Japonica Group	Nipponbare	27 days after transplanting	Nighttime 24:00	leaf blade	P-GSE21396-2	P-GSE21396-3	GSM534583 extract 1	total RNA	P-GSE21396-4	GSM534583 LE 1	Cy3	P-GSE21396-5	GSM534583	A-GEOD-6864	P-GSE21396-6	P-GSE21396-7	GSM534583_US22502590_251524111239_S01_GE1-v5_95_Feb07_1_3.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.raw.3.zip	P-GSE21396-1	GSM534583_sample_table.txt norm	GSM534583_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-21396/E-GEOD-21396.processed.1.zip	leaf blade	27 days after transplanting	Nighttime 24:00
